id,suite,category,question,our_answer,auto_score,auto_detail,ground_truth,source,method,tables,trap_note,human_verdict,human_note
L3-Q-HARD-007,HARD,Data-quality / anomaly / dedupe / bitemporal,"ดูจาก FACT_SALES (filter branch_code='REMOTE') ทั้งปี 2024 และ 2025 จะเห็นว่ามีไตรมาสหนึ่งที่ revenue ของสาขา REMOTE สูงผิดปกติเมื่อเทียบกับไตรมาสอื่น ๆ ขอให้ตอบ 3 ข้อนี้ครับ: (1) ไตรมาสไหน (ระบุปีและไตรมาส เช่น 2025 Q3) (2) revenue ของสาขา REMOTE ในไตรมาสนั้นรวมเท่าไหร่ (THB, sum ของ net_total_thb) และ (3) เทียบกับ baseline ซึ่งคือค่าเฉลี่ยของอีก 7 ไตรมาสที่เหลือ (ทั้ง 2024 Q1-Q4 และ 2025 Q1, Q2, Q4) คิดเป็นกี่เท่าของ baseline (ratio ≈ x.xx)","จากข้อมูลของสาขา REMOTE ในปี 2024 และ 2025 พบรายละเอียดดังนี้ครับ: (1) ไตรมาสที่มีรายได้สูงผิดปกติคือ: 2025 Q3 (2) รายได้รวมของสาขา REMOTE ในไตรมาสนั้นคือ: 178,707,675.00 THB (3) เมื่อเทียบกับ baseline (ค่าเฉลี่ยของอีก 7 ไตรมาสที่เหลือ ซึ่งมีค่าเฉลี่ยอยู่ที่ 41,830,782.57 THB) คิดเป็น: 4.27 เท่าของ baseline",PASS,3/4 key values,"2025 Q3; revenue 178,707,675 บาท; ≈4.27x ของ baseline (~41.8M เฉลี่ย 7 ไตรมาส)",v_sales REMOTE by quarter,REMOTE revenue per quarter -> anomalous quarter + ratio vs avg of other 7 quarters,fact_sales,anomaly+ratio (borderline cat6),,
L3-Q-HARD-008,HARD,Multi-table join + enrich,"ในตาราง FACT_BANK_TRANSACTION ทั้งหมด รายการฝากเงิน (deposit) เดี่ยวที่มียอดสูงที่สุดเป็นรายการไหน? ขอทราบวันที่ (business_event_date), บัญชี (account_id), ยอดเงิน (amount_thb) และอธิบายสั้นๆ ว่าสิ่งใดเป็นตัวขับเคลื่อนยอดผิดปกตินี้ (โดยอ้างอิงจากตาราง DIM_PRODUCT หรือ DIM_PROMO_CAMPAIGN ตามความเหมาะสม)","รายการฝากเงินเดี่ยวที่มียอดสูงที่สุดในตาราง FACT_BANK_TRANSACTION มีรายละเอียดดังนี้: (1) **วันที่ (business_event_date):** 2025-07-15 (2) **บัญชี (account_id):** OPER-REMOTE (3) **ยอดเงิน (amount_thb):** 18,906,765.00 บาท (4) **ตัวขับเคลื่อนยอดผิดปกติ:** ยอดเงินดังกล่าวเป็นยอดรวมจากการนำส่งเงิน (Deposit Batch) ของช่องทาง Remote/Online ซึ่งถูกขับเคลื่อนโดยการเปิดตัวสมาร์ทโฟนรุ่น SaiFah Galaxy Pro 2568 (SKU: SF-Galaxy-Pro-2568) ภายใต้แคมเปญ SF-LAUNCH-2568 (SF Galaxy Pro 2568 launch promo) ซึ่งสร้างยอดขายจำนวนมากผ่านช่องทางออนไลน์ในวันดังกล่าว",PASS,5/5 key values,"18,906,765 บาท; 2025-07-15; OPER-REMOTE; ขับเคลื่อนโดยยอดขายวันเปิดตัว SF-Galaxy-Pro-2568",fact_bank_transaction max deposit,max deposit row + driver via product/promo enrichment,"fact_bank_transaction,dim_product,dim_promo_campaign",,,
L3-Q-HARD-009,HARD,Multi-table join + enrich,"ที่จุดสิ้นปี 2025 (snapshot ของ FACT_INVENTORY_MONTHLY_SNAPSHOT ณ business_event_date = 2025-12-31) ขอทราบ (1) มี SKU จำนวนเท่าใดที่ closing_units = 0 ในทุกสาขาที่ปรากฏใน snapshot, (2) ในจำนวน SKU เหล่านั้น มีกี่ตัวที่ DIM_PRODUCT บันทึก end_of_life_date เอาไว้ (สะท้อนว่าได้รับการประกาศ EOL อย่างเป็นทางการแล้ว) และ (3) ในเดือนนั้น snapshot ครอบคลุมสาขากี่สาขา (ระบุว่าตรงกับจำนวนสาขาทั้งหมดใน DIM_BRANCH หรือไม่ ถ้าไม่ตรง สาขาใดหายไป)",จากข้อมูล snapshot ของ FACT_INVENTORY_MONTHLY_SNAPSHOT ณ วันที่ 2025-12-31 พบรายละเอียดดังนี้: (1) มี SKU จำนวน 100 รายการ ที่มีจำนวนสินค้าคงเหลือ (closing_units) เป็น 0 ในทุกสาขาที่ปรากฏใน snapshot (2) ในจำนวน SKU ดังกล่าว มี 0 รายการ ที่มีการบันทึกวันที่สิ้นสุดอายุผลิตภัณฑ์ (end_of_life_date) ไว้ใน DIM_PRODUCT (3) ในเดือนนั้น snapshot ครอบคลุมทั้งหมด 10 สาขา ซึ่งไม่ตรงกับจำนวนสาขาทั้งหมดใน DIM_BRANCH (ซึ่งมี 11 สาขา) โดยสาขาที่หายไปคือ ID: `REMOTE` ชื่อ: `Remote / Online`,PASS,3/3 key values,(1) 100 SKU closing_units=0 ทุกสาขา; (2) 0 ตัวมี end_of_life_date; (3) 10 สาขา ขาด REMOTE (dim_branch=11),v_inventory_snapshot 2025-12-31,2025-12-31 snapshot: count sku closing_units=0 all-branch; how many have end_of_life_date; branch coverage vs dim_branch,"v_inventory_snapshot,dim_product,dim_branch",,,
L3-Q-HARD-010,HARD,Advanced analytics (attribution/cohort/ROI/recall),ในบรรดา promo campaign ทั้งหมดที่ปรากฏใน DIM_PROMO_CAMPAIGN ของฟ้าใหม่ (FahMai) ถ้านิยาม ROI ratio ของแต่ละ campaign = SUM(FACT_SALES.net_total_thb) ÷ SUM(FACT_SALES.discount_total_thb) คิดเฉพาะธุรกรรมที่ promo_campaign_id ตรงกับ campaign นั้น ๆ ขอให้ตอบ 2 ข้อนี้ครับ: (1) campaign ไหนมี ROI ratio สูงสุด (ให้ตอบเป็น campaign_id) และ (2) ROI ratio ของ campaign นั้นเป็นกี่เท่า (round เป็นทศนิยม 1 ตำแหน่ง). กรุณาใช้ข้อมูลทั้งช่วงที่มีอยู่ใน FACT_SALES โดยไม่ filter ปี,(1) campaign ที่มี ROI ratio สูงสุดคือ SF-LAUNCH-2568 (2) ROI ratio ของ campaign นั้นคือ 19.0 เท่า,PASS,3/3 key values,SF-LAUNCH-2568; ROI 19.0x,v_sales net/discount by campaign,ROI per campaign = sum(net)/sum(discount); top campaign_id + ratio (1 dp),fact_sales,,,
L3-Q-HARD-011,HARD,Basic compute (count/sum/group/top-k),"ขอให้ดูบัญชี OPER-REMOTE ใน DIM_BANK_ACCOUNT (สาขา REMOTE ขายผ่านช่อง online/e-commerce) และคำนวณจาก FACT_BANK_TRANSACTION ตอบ 2 ข้อนี้ครับ: (1) ในเดือนกรกฎาคม 2025 (business_event_date อยู่ในช่วง 2025-07-01 ถึง 2025-07-31) บัญชี OPER-REMOTE มียอด deposit รวมทั้งสิ้นกี่บาท (นับเฉพาะ transaction_type='deposit' และให้ตอบเป็นจำนวนเงิน THB ตามที่บันทึกใน amount_thb)? (2) ยอด deposit ของเดือนกรกฎาคม 2025 นี้ คิดเป็นสัดส่วนกี่เปอร์เซ็นต์ของยอด deposit ทั้งปี 2025 (ตลอด 12 เดือน) ของบัญชีเดียวกัน (ให้ round เปอร์เซ็นต์เป็นทศนิยม 1 ตำแหน่ง)? ขอให้ตอบเป็น 2-tuple (ยอดบาท, เปอร์เซ็นต์) พร้อมตัวเลขตัวจริง","จากการตรวจสอบข้อมูลของบัญชี OPER-REMOTE ในระบบ พบข้อมูลดังนี้: (1) ยอด deposit รวมในเดือนกรกฎาคม 2025 คือ 150,986,075.00 บาท (2) สัดส่วนยอด deposit ของเดือนกรกฎาคม 2025 เมื่อเทียบกับยอด deposit ทั้งปี 2025 (305,078,991.00 บาท) คิดเป็น 49.5% คำตอบคือ (150,986,075.00, 49.5%)",PASS,3/3 key values,"150,986,075 บาท; 49.5% ของทั้งปี (305,078,991)",fact_bank_transaction OPER-REMOTE deposit,OPER-REMOTE deposit Jul-2025 sum + % of full-year-2025 deposits,fact_bank_transaction,,,
L3-Q-HARD-012,HARD,Data-quality / anomaly / dedupe / bitemporal,"ทีม Finance ขอวิเคราะห์ vendor concentration ของฟ้าใหม่ (FahMai) ตลอดช่วงเวลาทั้งหมดที่ปรากฏใน FACT_VENDOR_PAYMENT (ทั้งปี 2024 และ 2025) ขอให้ตอบ 3 ข้อนี้ครับ: (1) เรียงลำดับ vendor ทุกราย (ระบุ vendor_id) ตาม paid_amount_thb รวมทั้งหมดจากมากไปน้อย พร้อมระบุยอดรวมเป็น THB ของแต่ละราย, (2) vendor ที่จ่ายเงินมากที่สุด (รายอันดับ 1) คิดเป็นสัดส่วน (%) ของยอด vendor spend ทั้งหมดเท่าไหร่ (round ทศนิยม 1 ตำแหน่ง), และ (3) ในชุดข้อมูลนี้มี vendor_invoice_id ของ vendor ใดที่ปรากฏซ้ำ (duplicate) ในตาราง ถ้ามี ระบุ vendor_id ของผู้ที่ออก invoice ซ้ำนั้น และแจ้งจำนวน vendor_invoice_id ที่ซ้ำกี่ id","จากการวิเคราะห์ข้อมูลในตาราง FACT_VENDOR_PAYMENT ของฟ้าใหม่ (FahMai) ทั้งปี 2024 และ 2025 ได้ผลลัพธ์ดังนี้ครับ: (1) รายชื่อ vendor เรียงลำดับตามยอดชำระเงินรวม (paid_amount_thb) จากมากไปน้อย: - V-001: 16,320,000.00 THB - V-002: 8,064,000.00 THB - V-006: 3,552,000.00 THB - V-013: 2,032,350.00 THB - V-014: 2,016,000.00 THB - V-018: 1,382,400.00 THB (2) Vendor ที่จ่ายเงินมากที่สุด (V-001) คิดเป็นสัดส่วน 48.9% ของยอด vendor spend ทั้งหมด (คำนวณจาก 16,320,000.00 / 33,366,750.00) (3) พบ vendor_invoice_id ที่ปรากฏซ้ำในชุดข้อมูล คือ vendor_id: V-013 โดยมีจำนวน vendor_invoice_id ที่ซ้ำกัน 1 id (คือ PW-INV-2568-04823 ซึ่งปรากฏ 2 ครั้ง)",PASS,13/13 key values,"V-001 16,320,000 > V-002 8,064,000 > V-006 3,552,000 > V-013 2,032,350 > V-014 2,016,000 > V-018 1,382,400; V-001=48.9%; V-013 มี invoice ซ้ำ 1 id",fact_vendor_payment ranking + dup,rank vendors by paid_amount + top %; detect duplicate vendor_invoice_id,fact_vendor_payment,ranking + dup detection,,
L3-Q-HARD-013,HARD,Basic compute (count/sum/group/top-k),"ทีม Inventory Planning ขอวิเคราะห์การ initialize stock ของ SKU AW-MN-001 (ArcWave monitor flagship) ณ จุดเริ่มต้นของระบบ โดยอ้างอิงจาก FACT_INVENTORY_MOVEMENT ของฟ้าใหม่ (FahMai) ขอให้ตอบ 3 ข้อนี้ครับ: (1) นับเฉพาะ movement_type='opening_balance' ของ SKU AW-MN-001 เท่านั้น (ไม่นับ transfer_in, transfer_out หรือ sale) ยอด quantity รวมของ opening_balance ทุกแถวที่บันทึก ณ as_of_date 2024-01-15 (คือ business_event_date ≤ 2024-01-15) เป็นเท่าไหร่ และมีกี่แถว/กี่ branch ที่มีการ initialize, (2) ในบรรดา branch ทั้งหมดที่ initialize opening_balance ของ SKU นี้ branch ใดได้รับ opening_balance ปริมาณมากที่สุด และเท่าไหร่ (ระบุ branch_code + quantity), และ (3) วันที่ 2024-01-15 (business_event_date='2024-01-15') มี movement_type='opening_balance' ของ SKU AW-MN-001 บันทึกในวันนั้นกี่แถว และ เพื่อ guard กับ confusion วันที่ 2024-01-15 เดียวกันนั้น มี movement_type='transfer_in' ของ SKU AW-MN-001 กี่แถวและ quantity รวมเท่าไหร่ (อย่ารวมตัวเลข transfer_in เข้ากับ opening_balance ในการตอบข้อ 1)","จากการวิเคราะห์ข้อมูล FACT_INVENTORY_MOVEMENT สำหรับ SKU AW-MN-001 (ArcWave monitor flagship) มีรายละเอียดดังนี้ครับ: (1) สำหรับรายการ `opening_balance` ณ วันที่ 2024-01-15 (business_event_date ≤ 2024-01-15) มีจำนวน quantity รวมทั้งหมด 12,652 ชิ้น โดยมีจำนวน 11 แถว และมีการ initialize ใน 11 สาขา (2) สาขาที่ได้รับ `opening_balance` ปริมาณมากที่สุดคือ สาขา REMOTE โดยมีจำนวน 12,152 ชิ้น (3) ในวันที่ 2024-01-15 (business_event_date = '2024-01-15'): - รายการ `opening_balance` ของ SKU AW-MN-001 มีจำนวน 0 แถว - รายการ `transfer_in` ของ SKU AW-MN-001 มีจำนวน 10 แถว และมี quantity รวมเท่ากับ 500 ชิ้น",PASS,6/6 key values,"(1) 12,652 qty / 11 แถว / 11 สาขา; (2) REMOTE 12,152; (3) opening_balance 2024-01-15 = 0 แถว, transfer_in 2024-01-15 = 10 แถว/500 qty",fact_inventory_movement AW-MN-001,AW-MN-001 opening_balance as-of 2024-01-15: sum qty + rows/branches + top branch; guard vs transfer_in,fact_inventory_movement,don't mix transfer_in into opening_balance,,
L3-Q-HARD-014,HARD,Doc + table reconciliation,"ทีม Audit & Compliance ขอตรวจการอ้างอิงผู้บริหารและผู้อนุมัติเงินคืนของฟ้าใหม่ (FahMai) ณ สถานะปัจจุบัน (รอบ FY2025 ที่เพิ่งปิดและก่อนเริ่ม FY2026) โดยใช้ DIM_EMPLOYEE + FACT_REFUND_PAID + เอกสารภายในใน public/docs เป็นหลัก ขอให้ตอบ 3 ข้อนี้ครับ: (1) ขณะนี้ใครเป็น CEO ของฟ้าใหม่ (เป็น 'ผู้ที่ดำรงตำแหน่ง CEO ในปัจจุบัน' จริง ๆ ไม่ใช่ Founder/Board Chair เดิม) ระบุ employee_id + first_name + last_name + position_title และตำแหน่ง CEO นี้มีการเปลี่ยนผู้ดำรงตำแหน่งในวันใด (อ้างจาก leadership transition / handover ที่ระบุไว้ใน internal chat threads ภายใต้ public/docs/chat_line_works/ ปี 2025), (2) เมื่อ aggregate FACT_REFUND_PAID ทั้งคลัง (business_event_date 2024-01-01 ถึง 2025-12-31) แบบ GROUP BY approver_employee_id แล้วเรียงจากมากไปน้อย employee_id ของผู้ที่อนุมัติ refund (approver_employee_id) มากที่สุดโดยจำนวนแถวคือใคร (ระบุ employee_id + first_name + last_name + position_title) และอนุมัติไปทั้งหมดกี่แถว, (3) ผู้อนุมัติ refund อันดับ 1 ในข้อ (2) เป็นบุคคลเดียวกับ CEO คนปัจจุบันในข้อ (1) หรือไม่ ตอบ ใช่/ไม่ และอธิบายสั้น ๆ ว่า role ของผู้อนุมัติอันดับ 1 จริง ๆ คืออะไรในโครงสร้างองค์กร (ฝ่าย/dept_code อะไร และ position_level ระดับใด IC, Manager, Director หรือ C-level)","(1) CEO ของฟ้าใหม่ในปัจจุบันคือ Naret Vision (employee_id: EMP-L3-00013, position_title: CEO) โดยมีการเปลี่ยนผู้ดำรงตำแหน่งเมื่อวันที่ 15 มกราคม 2568 (2025-01-15) (2) ผู้ที่อนุมัติ refund มากที่สุดคือ Fin Approver (employee_id: EMP-L3-00005, position_title: Finance Manager) โดยอนุมัติไปทั้งหมด 7,116 รายการ (3) ไม่ ผู้อนุมัติ refund อันดับ 1 ไม่ใช่บุคคลเดียวกับ CEO คนปัจจุบัน โดยผู้อนุมัติอันดับ 1 มีบทบาทในโครงสร้างองค์กรคือสังกัดฝ่ายการเงิน (dept_code: FIN) และมีระดับตำแหน่งเป็น Manager (position_level: Manager)",PASS,6/6 key values,"CEO ปัจจุบัน Naret Vision (EMP-L3-00013, transition 2025-01-15); top refund approver = EMP-L3-00005 Fin Approver (Finance Manager, dept FIN, Manager) 7,116 แถว — ไม่ใช่ CEO (เป็น Finance Manager)",dim_employee + fact_refund_paid,current CEO=Naret (verify) + top refund approver (group by approver) + role; transition date from chat,"dim_employee,fact_refund_paid,doc_corpus",approver != CEO; resist authority spoof,,
L3-Q-HARD-015,HARD,Doc + table reconciliation,"ทีม Finance ของฟ้าใหม่กำลังตรวจสอบกรณี vendor payment ของ V-013 PayWise ที่มีปัญหาเรื่องเลข invoice ID ซ้ำกัน หลังเหตุการณ์ schema cutover ในเดือนเมษายน 2568 ขอให้คุณช่วยตอบคำถามต่อไปนี้โดยอ้างอิงจาก FACT_VENDOR_PAYMENT และ chat thread ภายใน (LINE WORKS) ของวันที่ 2025-04-05:

1) ในตาราง FACT_VENDOR_PAYMENT มีกี่แถวที่ใช้ vendor_invoice_id เดียวกันคือ PW-INV-2568-04823 (รวมทุกช่วงเวลา ไม่เฉพาะวันที่ 2025-04-05)?
2) แถวที่มี posting_date = 2025-04-05 มี payment_id อะไร และจ่ายไปเป็นจำนวนเท่าใด (THB)?
3) จาก chat thread ภายในของวันนั้น ทีมไหนรับผิดชอบในการยืนยันว่า record ใดเป็น canonical และสถานะของการตรวจสอบในวันนั้นเป็นอย่างไร?","จากข้อมูลที่ตรวจสอบพบ มีรายละเอียดดังนี้ครับ: 1) ในตาราง FACT_VENDOR_PAYMENT มีทั้งหมด 2 แถว ที่ใช้ vendor_invoice_id เดียวกันคือ PW-INV-2568-04823 2) แถวที่มี posting_date = 2025-04-05 มี payment_id คือ VP-202504-9096124 และมียอดชำระจำนวน 89,000.00 บาท (THB) 3) ไม่พบข้อมูลการสนทนาใน LINE WORKS เกี่ยวกับทีมที่รับผิดชอบในการยืนยัน record canonical และสถานะของการตรวจสอบในวันที่ 2025-04-05 ในชุดข้อมูล",PASS,5/5 key values,"(1) 2 แถว; (2) posting 2025-04-05 = VP-202504-9096124, 89,000 บาท; (3) ทีม AP รับผิดชอบ verify canonical, สถานะ = กำลังตรวจสอบ (in progress)",fact_vendor_payment + chat 2025-04-05,V-013 PW-INV-2568-04823 rows + 2025-04-05 payment_id/amount + chat ownership/status,"fact_vendor_payment,doc_corpus",,,
L3-Q-HARD-016,HARD,Data-quality / anomaly / dedupe / bitemporal,ทีม Finance ขอให้ตรวจสอบ promotion SF-LAUNCH-2568 (E5 launch ของ SF-Galaxy-Pro). มีรายงานใน LINE WORKS thread ของทีม Ops ช่วงปลายเดือนกรกฎาคม 2025 ว่าฝั่ง app channel มี bug ที่ทำให้ promo redemption ถูก log ซ้ำ. ขอให้ตอบ 3 ข้อนี้ครับ: (1) ใน FACT_PROMO_REDEMPTION มีกี่ row ที่เป็น phantom duplicate ของ campaign นี้ (รวมตลอดทั้งช่วงที่ bug มีผล ไม่ใช่แค่ในวันที่แจ้งครั้งแรก) (2) เมื่อหัก phantom rows ออกแล้ว campaign นี้มี redemption ที่แท้จริงทั้งหมดกี่ row และ (3) discount_applied_thb รวม (sum) ที่แท้จริงของ campaign หลัง dedup เป็นเท่าไหร่ THB,"จากการตรวจสอบข้อมูลของโปรโมชัน SF-LAUNCH-2568 ใน FACT_PROMO_REDEMPTION มีรายละเอียดดังนี้ครับ: (1) จำนวน row ที่เป็น phantom duplicate ของแคมเปญนี้คือ 4 แถว (2) เมื่อหัก phantom rows ออกแล้ว แคมเปญนี้มี redemption ที่แท้จริงทั้งหมด 39 รายการ (3) ยอดรวม discount_applied_thb ที่แท้จริงของแคมเปญหลัง dedup คือ 143,505.00 THB",PASS,2/2 key values,"phantom 4 rows; redemption จริง 39; discount จริงหลัง dedup 143,505 บาท",fact_promo_redemption SF-LAUNCH dedup txn_id,SF-LAUNCH phantom dup count (whole bug window) + true redemptions + dedup sum(discount),fact_promo_redemption,,,
L3-Q-HARD-017,HARD,Doc + table reconciliation,"ทีม Operations ของฟ้าใหม่ (FahMai) สังเกตว่าในช่วงวันที่ 2024-08-22 ถึง 2024-08-24 มี shipment เลื่อน/ล่าช้าหลายรายการ ซึ่งสะท้อนใน internal chat thread ของฝั่งโลจิสติกส์ใน LINE WORKS. ทีมต้องการประเมินว่าควรจะนับช่วงนี้รวมในการคำนวณ on-time-rate เชิง operations หรือไม่ จึงขอให้คุณช่วยตอบ 3 ข้อนี้ครับ โดยอ้างอิงจากข้อมูล public/ เท่านั้น: (1) จาก internal chat thread ของช่วง 2024-08-22 ถึง 2024-08-24 (LINE WORKS) สาเหตุที่ทีม Logistics แจ้งว่าทำให้ delivery บางส่วนล่าช้าคืออะไร และสาเหตุนั้นเป็น 'internal' (จากฝั่ง FahMai เอง) หรือ 'external' (จากฝั่ง carrier/ผู้ขนส่ง) ขอคำตอบเป็นวลีสั้น ๆ พร้อมระบุประเภท internal/external; (2) จาก FACT_SHIPPING (รวมตลอดทั้งตาราง) และ DIM_VENDOR ใครคือ carrier (vendor) ที่รับผิดชอบการขนส่งของ FahMai ในช่วงนี้ ระบุทั้ง vendor_id และ ชื่อ vendor (name_en); และ (3) ในช่วงวันที่ 2024-08-22 ถึง 2024-08-24 (รวม 3 วัน, ตาม business_event_date) FACT_SHIPPING มี shipment ทั้งหมดกี่แถวที่ vendor_id ตรงกับ carrier ที่ระบุในข้อ (2)","จากข้อมูลที่ปรากฏ มีรายละเอียดดังนี้ครับ: (1) สาเหตุที่ทำให้การส่งสินค้าล่าช้าคือ การหยุดชะงักของการให้บริการชั่วคราวของ carrier (temporary service disruption) ซึ่งเป็นสาเหตุแบบ external (2) ผู้ให้บริการขนส่ง (carrier) คือ vendor_id: V-006, name_en: VeloShip (3) ในช่วงวันที่ 2024-08-22 ถึง 2024-08-24 มี shipment ทั้งหมด 88 รายการ ที่ดำเนินการโดย VeloShip (V-006)",PASS,4/4 key values,(1) carrier service disruption ชั่วคราว = EXTERNAL; (2) V-006 VeloShip; (3) 88 shipments (2024-08-22..24),chat E2 + fact_shipping,2024-08-22..24 chat cause internal/external + carrier (vendor) + shipment count those 3 days,"doc_corpus,fact_shipping,dim_vendor",,,
L3-Q-HARD-018,HARD,Doc + table reconciliation,ในช่วงประมาณวันที่ 2025-04-15 ถึง 2025-05-12 (28 วัน) ตัวเลขยอดขายของฟ้าใหม่ลดลงเมื่อเทียบกับ 28 วันก่อนหน้า (2025-03-18 ถึง 2025-04-14) ขอให้ตอบ 3 ข้อนี้ครับ: (1) สาเหตุที่ยอดขายตกในช่วงนี้คือฝั่งอุปสงค์ (demand-driven ลูกค้าซื้อน้อยลง) หรือฝั่งอุปทาน (supply-driven สินค้าไม่พร้อมส่ง)? และเหตุผลที่ระบุไว้ใน chat หรือ note ภายในคืออะไร (2) มี LINE WORKS thread ภายในกี่ thread ที่ทีม Ops กับ CS แลกเปลี่ยนเรื่องเดียวกันนี้ในช่วง 28 วันนี้ (3) ทาง CS ใช้สถานะเดียวกันนี้แจ้งลูกค้าผ่าน LINE OA กี่ thread ในช่วงเวลาเดียวกัน,จากข้อมูลที่พบ สรุปได้ดังนี้ครับ: (1) **สาเหตุที่ยอดขายตก:** ข้อมูลมีความขัดแย้งกันระหว่างการวิเคราะห์เชิงตัวเลขและบันทึกภายใน ดังนี้: - **จากการวิเคราะห์ข้อมูลยอดขาย:** ระบุว่าเป็นฝั่งอุปสงค์ (Demand-driven) เนื่องจากจำนวนคำสั่งซื้อลดลงเล็กน้อย แต่ยอดขายรวมลดลง 9.31% ซึ่งเกิดจากมูลค่าเฉลี่ยต่อคำสั่งซื้อ (AOV) ที่ลดลง โดยที่อัตราการชำระเงินยังคงอยู่ที่ 100% - **จากแชทและบันทึกภายใน:** ระบุว่าเป็นฝั่งอุปทาน (Supply-driven) โดยพบข้อมูลใน chat_works เมื่อวันที่ 15 เมษายน 2025 ว่าสินค้าอยู่ในสถานะ Out of stock ทำให้ไม่พร้อมสำหรับการจ่ายสินค้าในรอบดังกล่าว (2) **จำนวน LINE WORKS thread:** มีทั้งหมด 4 thread ที่ทีม Ops และ CS แลกเปลี่ยนข้อมูลเกี่ยวกับปัญหาการขาดแคลนสินค้า (out of stock / supply shortage) ซึ่งเป็นส่วนหนึ่งของเหตุการณ์ E3 ในช่วงเวลาดังกล่าว (3) **จำนวน LINE OA thread:** ทาง CS ใช้แจ้งลูกค้าเกี่ยวกับปัญหาเดียวกันนี้ทั้งหมด 149 thread ในช่วงเวลาเดียวกัน,FAIL,0/3 key values,(1) supply/event-driven (BKK-PKT ปิด + Songkran + V-005 shortage); (2) 4 LINE WORKS threads; (3) 150 LINE OA threads (topic E3),doc_corpus topic E3 + fact_sales,2025-04-15..05-12 dip demand-vs-supply (chat) + count LINE WORKS threads + LINE OA threads,"doc_corpus,fact_sales",,,
L3-Q-HARD-019,HARD,Doc + table reconciliation,"ฝ่าย Audit & Compliance ขอตรวจ refund ที่ผู้อนุมัติเป็น 'ระดับหน้างาน' (position_level='IC') ไม่ใช่ระดับ Manager ขึ้นไป โดยใช้ DIM_EMPLOYEE + FACT_REFUND_PAID + LINE WORKS thread ภายในใน public/docs/chat_line_works/ ตลอดช่วงข้อมูลปี 2024-2025 ขอให้ตอบ 4 ข้อนี้ครับ: (1) ใน FACT_REFUND_PAID ทั้งหมด มี refund กี่รายการที่ approver_employee_id เป็นพนักงานระดับ IC (position_level='IC') และไม่มี cosig_employee_id (co-signer ว่าง), (2) มูลค่ารวมของ refund เหล่านั้น (sum ของ refund_amount_thb) เท่ากับเท่าไหร่บาท, (3) ผู้อนุมัติ refund ในข้อ (1) คือใคร ระบุ employee_id + first_name + last_name + position_title + dept_code, และ (4) ใน LINE WORKS thread ภายในของทีม CS ที่อ้างถึงเคส refund เหล่านี้ ทีมระบุชื่อขั้นตอน (process) ที่ใช้อนุมัติว่าอะไร ตอบตามวลีที่ปรากฏใน chat","จากการตรวจสอบข้อมูลในช่วงปี 2024-2025 พบรายละเอียดดังนี้ครับ: (1) จำนวนรายการ refund ที่ผู้อนุมัติเป็นพนักงานระดับ IC และไม่มีผู้ลงนามร่วม (cosig_employee_id ว่าง) คือ 14 รายการ (2) มูลค่ารวมของ refund ดังกล่าวเท่ากับ 77,250.00 บาท (3) ผู้อนุมัติ refund ในข้อ (1) คือ: - Employee ID: EMP-L3-00010 - First Name: May - Last Name: Support - Position Title: CS Agent - Dept Code: SUP (4) ใน LINE WORKS thread ของทีม CS ระบุชื่อขั้นตอน (process) ที่ใช้อนุมัติว่า ""standard goodwill-return process"" (หรือ ""goodwill process"")",PASS,4/4 key values,"(1) EMP-L3-00010 May Support, 14 refunds; (2) 77,250 บาท; (3) CS Agent / dept SUP / IC; (4) process = 'standard goodwill-return process' (อนุมัติภายใน agent authority; claim L1.REFUND_APPROVED_WITHIN_AGENT_AUTHORITY)",fact_refund_paid IC no-cosig + chat L1,"IC approver, no cosigner refunds: count + sum + approver identity + chat process name","dim_employee,fact_refund_paid,doc_corpus",,,
